sequence,codec,qp,branch,reconstruction,status,kbps,bpp,psnr_y,ssim_y,encode_fps,decode_fps,stage_sum_fps,realtime_speed,error
YachtRide,h264,51,low,low_native,ok,126.97,0.004592375578703704,22.84154425506231,0.601482,640.1877500046511,545.6567453814779,96.10473311239814,0.8008727759366512,
YachtRide,hevc,22,low,low_native,ok,14514.78,0.5249848090277778,40.99782366871294,0.9730123125,411.28125107050613,587.2210137391188,89.72648311626483,0.7477206926355403,
YachtRide,hevc,27,low,low_native,ok,7137.99,0.258173828125,37.40000024460657,0.94708303125,564.0760781407567,524.5839262596961,93.54797529091157,0.7795664607575964,
YachtRide,hevc,32,low,low_native,ok,3101.14,0.11216507523148148,34.16274616883612,0.9078555104166667,443.0367975724397,498.5535222595246,88.70304139759722,0.7391920116466435,
YachtRide,hevc,37,low,low_native,ok,1232.34,0.04457248263888889,31.355256832570525,0.85676065625,435.40092335829854,470.385243301909,87.46404254098633,0.7288670211748861,
YachtRide,hevc,42,low,low_native,ok,464.6,0.016804108796296298,28.813794117905523,0.7955290104166667,592.511842729329,590.5316916779389,96.23029140491812,0.8019190950409844,
YachtRide,hevc,47,low,low_native,ok,197.76,0.007152777777777778,26.74063309688446,0.7347281041666666,437.72178559608346,503.507250558205,88.64270699803308,0.738689224983609,
YachtRide,hevc,51,low,low_native,ok,109.61,0.003964482060185185,25.135179072199406,0.6776288229166667,457.70111737454374,590.8183504963152,91.84407568891397,0.7653672974076164,
YachtRide,av1,24,low,low_native,ok,14516.48,0.5250462962962963,41.04287792347738,0.97532778125,18.712230860459034,510.39031605103656,16.022845688509157,0.13352371407090965,
YachtRide,av1,32,low,low_native,ok,7839.18,0.28353515625,38.09664711046292,0.9583178645833333,16.98439411662779,453.2141208986138,14.685439301342722,0.12237866084452269,
YachtRide,av1,40,low,low_native,ok,4063.19,0.14696144386574075,35.400308365423705,0.93240715625,19.726375944756786,648.0645804507699,16.878427962900968,0.14065356635750806,
YachtRide,av1,48,low,low_native,ok,1826.87,0.06607602719907407,32.79367866409174,0.8932381354166666,19.243410478454734,550.6658278413099,16.449412972510277,0.13707844143758566,
YachtRide,av1,54,low,low_native,ok,954.42,0.03452039930555555,31.1200731886251,0.8584773541666667,21.107477897556585,501.1491271188087,17.73596579021846,0.14779971491848717,
YachtRide,av1,59,low,low_native,ok,560.64,0.020277777777777777,29.841453587025207,0.8281581666666668,22.084506927992997,789.6093983290597,18.671458339101186,0.15559548615917654,
YachtRide,av1,63,low,low_native,ok,315.72,0.011419270833333333,28.433674870476917,0.79205046875,23.840024394983914,605.5943442931485,19.759661174606176,0.16466384312171814,
YachtRide,mlvc,0,low,low_native,ok,75.06,0.00271484375,25.27846877588203,0.6780053854166667,7.660784647531954,8.411729116772888,3.8796086962987224,0.03233007246915602,
YachtRide,mlvc,12,low,low_native,ok,136.37,0.00493236400462963,27.212434697216267,0.7451383854166668,7.6842361288085845,8.345176863392838,3.865538473286785,0.032212820610723204,
YachtRide,mlvc,21,low,low_native,ok,228.44,0.00826244212962963,28.56543768894585,0.7851065208333333,7.6856478413548945,8.402233547679852,3.8842540586368517,0.032368783821973765,
YachtRide,mlvc,30,low,low_native,ok,395.89,0.014318938078703703,29.812192480450737,0.8194465000000001,7.694825469412722,8.388099951488698,3.8784436220204968,0.03232036351683747,
YachtRide,mlvc,39,low,low_native,ok,762.66,0.027584635416666666,31.247096741743935,0.8576152812500001,7.580986570218134,8.397405667597326,3.8562886484232664,0.032135738736860556,
YachtRide,mlvc,48,low,low_native,ok,1464.76,0.052978877314814814,32.742789209245394,0.89243296875,7.659959474148168,8.346462795318203,3.8655934259437417,0.03221327854953118,
YachtRide,mlvc,63,low,low_native,ok,4058.93,0.14680736400462963,35.45339238915179,0.9398613854166666,7.616263425648963,8.392839833968107,3.86392348130727,0.032199362344227246,
Beauty,mlvc-s,0,low,low_native,ok,48.87,0.001767578125,29.388655897643872,0.8370572916666666,10.20398289545412,15.914242148832171,5.6197845726454885,0.04683153810537907,
Beauty,mlvc-s,12,low,low_native,ok,77.81,0.002814308449074074,31.701461860562038,0.8653415520833333,15.151387777986798,16.119231497204918,6.8893456205587675,0.057411213504656396,
Beauty,mlvc-s,21,low,low_native,ok,115.52,0.004178240740740741,33.23568645062661,0.8861980833333334,14.564265293725287,16.075023024613913,6.764923386743138,0.05637436155619282,
Beauty,mlvc-s,30,low,low_native,ok,191.21,0.006915870949074074,34.859514079724725,0.9078403645833334,15.137859230400762,15.977742833807357,6.861629428624331,0.05718024523853609,
Beauty,mlvc-s,39,low,low_native,ok,334.35,0.012093098958333333,36.45117234949583,0.9270510625,15.149954232785316,16.15706807751649,6.861408404096851,0.057178403367473755,
Beauty,mlvc-s,48,low,low_native,ok,590.46,0.021356336805555556,38.01426230965843,0.94309371875,15.120707878581074,16.06065607367846,6.8763766041242835,0.057303138367702365,
Beauty,mlvc-s,63,low,low_native,ok,1398.5,0.05058232060185185,40.2761705421283,0.9606509583333334,14.024130864735929,16.104887543869438,6.647438990470753,0.05539532492058961,
Bosphorus,mlvc-s,0,low,low_native,ok,49.66,0.0017961516203703703,26.920450313268578,0.6534414791666666,11.710193609400637,14.102141331360558,6.066747947371112,0.050556232894759266,
Bosphorus,mlvc-s,12,low,low_native,ok,89.57,0.0032396556712962965,28.758655610205707,0.7184257187499999,14.937345237718851,16.18120927966405,7.291177402714117,0.060759811689284314,
Bosphorus,mlvc-s,21,low,low_native,ok,149.62,0.005411603009259259,30.242883751288282,0.7749401354166667,14.97246661412806,15.949787556679842,7.24459080067767,0.06037159000564725,
Bosphorus,mlvc-s,30,low,low_native,ok,271.2,0.009809027777777778,31.91032641989834,0.8308498229166666,14.771277825175828,16.05954286432512,7.220348979019181,0.06016957482515984,
